feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,label
-0.11047,0.73226,-0.42394,-0.4017,-0.19884,0.14733,-0.35527,0.00974,2.07078,-0.00824,0.2943,-0.41082,0.28251,0.20143,-0.14475,1.53284,1.0
-0.11034,-0.37415,-0.42394,0.12644,0.56994,0.14961,-0.35527,-0.42665,0.19569,-0.65955,-0.21393,-0.41082,0.32971,-0.5275,-0.99034,0.02525,1.0
-0.11699,1.47804,-0.42394,0.03438,-0.30644,0.76382,-0.35527,0.67461,-0.7037,-1.12498,0.18795,-0.41082,0.07959,-0.97822,0.04146,-1.48234,1.0
-0.10719,-0.19956,-0.28221,-0.12623,0.24108,0.57873,-0.35527,0.4458,-0.7037,-0.671,-0.31274,-0.33881,0.29613,0.31162,-0.452,0.52778,1.0
-0.11217,-0.56504,-0.37661,1.75068,2.08977,-1.09232,-0.35527,-1.85969,2.31267,0.436,-0.1256,-0.41082,0.17579,0.45335,-0.28584,1.53284,1.0
-0.10095,-0.56794,-0.42394,0.11838,0.12854,0.38662,-0.35527,0.18215,0.57776,-0.5355,0.09595,-0.41082,0.30791,-0.47474,0.0727,0.32677,2.0
-0.11713,-2.31189,-0.42394,-0.96791,-0.54032,1.06234,-0.35527,0.23734,-0.7037,0.65509,3.54931,-0.41082,0.32971,-1.26762,-1.19221,1.53284,2.0
-0.10817,-0.84554,-0.29783,0.31037,0.51158,0.17903,-0.35527,-0.22729,-0.7037,-0.12287,-0.1564,-0.30485,0.32971,0.15307,0.12958,0.77905,2.0
-0.09756,-0.28453,-0.41915,0.10333,0.61841,-0.07455,-0.35527,-0.67063,0.00668,-0.02211,-0.2022,-0.41082,0.29346,0.44548,-0.20398,-0.47728,2.0
-0.09492,-0.27126,-0.42394,0.07964,0.37609,0.42648,-0.35527,0.21688,-0.38695,-0.41468,-0.36406,-0.41082,0.29738,-0.07195,-0.17358,1.53284,2.0
-0.11531,0.48172,-0.42394,-0.63663,-0.33049,0.92892,-0.35527,1.02062,-0.7037,-0.68574,-0.15491,-0.41082,0.06984,-0.95914,1.27514,1.53284,2.0
-0.11452,-0.92441,-0.42394,0.12036,0.41085,0.35454,-0.35527,-0.02114,-0.7037,-0.48077,-0.14821,-0.41082,0.32971,-0.92508,1.42027,-1.48234,2.0
-0.11532,0.55536,-0.42394,-0.10241,0.35231,0.50889,-0.35527,0.35664,-0.7037,-1.12498,0.21531,-0.41082,0.32971,-0.00172,0.04146,0.32677,2.0
-0.11683,-0.41631,-0.42394,0.38267,1.67815,0.42641,-0.35527,0.38812,-0.7037,-0.42037,0.44718,-0.41082,0.12128,-0.96684,-1.19221,-1.48234,2.0
0.03239,-0.78254,0.02725,0.33565,0.44569,-0.34103,-0.09887,-0.74899,-0.18426,-0.1312,0.11894,0.03708,0.08152,-0.26816,-0.36946,0.01356,2.0
0.09056,6.13993,2.3445,-2.02618,-2.08437,-3.32939,6.77812,3.10599,-0.7037,-1.09285,-0.90208,2.79676,-0.65413,-0.13888,1.77442,-1.48234,2.0
-0.09876,-1.31053,0.8321,0.35709,1.26798,0.10672,-0.35527,-0.30482,-0.34978,-0.51449,-0.46741,0.68659,0.29359,-0.25229,-0.37979,1.1021,2.0
-0.09392,-0.08289,-0.24011,-0.07545,0.99119,0.3302,-0.14144,0.28001,-0.08713,-0.5932,-0.31724,-0.23088,0.32971,0.19345,-0.24052,1.53284,2.0
-0.1043,-0.78243,-0.41688,1.24895,1.49504,-0.80921,1.19768,-0.12487,0.37654,-0.65912,0.25717,-0.41082,0.24702,0.56012,-0.62573,0.77905,2.0
-0.1156,0.55536,0.9764,0.33335,-0.50725,0.05782,-0.35527,-0.11744,3.90957,-0.32919,2.97521,0.68309,0.32971,1.95955,0.19567,0.32677,2.0
-0.11715,-2.51355,-0.42394,0.52971,-0.21958,0.2327,-0.35527,-0.02114,-0.7037,-0.15866,-0.29813,-0.41082,0.32971,-0.11582,-1.19221,-1.48234,2.0
-0.11375,-0.8345,-0.42394,-0.4638,-0.2979,0.16171,0.41301,0.5857,-0.7037,-0.54185,0.2247,-0.41082,0.15721,-0.54963,0.49007,0.02525,2.0
-0.11362,-0.31606,-0.42394,0.57141,0.64136,0.43706,-0.35527,0.1913,-0.7037,-0.60862,-0.25122,-0.41082,0.32971,-0.55392,-0.78099,0.02525,2.0
-0.11555,0.47574,-0.42394,1.30666,-0.00575,-0.55338,-0.35527,-1.16367,-0.7037,-0.77267,4.88441,-0.41082,0.32971,0.93464,-1.19221,0.02525,2.0
-0.11129,-0.49472,-0.42394,0.12105,-0.13782,0.84745,-0.35527,1.0641,0.39779,-0.36495,-0.35506,-0.41082,0.2735,-0.06058,0.07671,1.53284,2.0
-0.11548,0.24475,-0.42394,0.79321,0.76756,-0.24407,-0.35527,-0.91408,-0.7037,-0.35631,0.00552,-0.41082,0.32971,-0.46694,-1.19221,1.53284,2.0
-0.09817,-0.8706,-0.41407,1.63963,2.41077,-1.07048,0.84647,-1.09583,-0.35106,-0.57751,0.53942,-0.41082,-0.15614,0.55038,-0.30122,1.1021,2.0
-0.10802,-1.09694,-0.42394,2.10578,1.49468,-0.94067,1.54651,-0.14077,-0.7037,-0.86482,-0.21532,-0.41082,0.32971,-0.83591,-0.92785,0.9298,2.0
-0.10119,-0.11707,-0.42394,0.23554,0.01667,0.07951,-0.12769,-0.03856,0.13061,-0.5493,-0.21853,-0.41082,0.30842,-0.31983,-0.47006,0.40215,2.0
-0.1088,1.48379,-0.4033,-1.47561,-1.151,1.10977,-0.35527,0.7618,-0.7037,-0.2847,-0.43968,-0.32197,0.26757,3.19084,1.95016,-1.48234,2.0
-0.0834,-0.82009,-0.20355,0.5453,1.26083,-0.54497,0.41628,-0.66029,-0.49512,-0.44136,-0.0064,-0.16733,0.29778,0.93941,-0.56373,0.9298,2.0
-0.08609,-1.99776,0.84671,0.63119,1.37562,-0.43915,0.89382,-0.10206,-0.20669,-0.82492,-0.23393,0.60449,0.24094,0.3441,-0.00843,0.26329,2.0
-0.11245,-0.42254,3.3765,0.28749,0.50623,0.74443,-0.35527,0.6409,0.73794,-0.62761,-0.21976,3.16543,0.32971,-0.57318,1.71573,0.52778,2.0
-0.1086,0.14825,-0.22162,0.29686,0.79611,0.22184,-0.35527,-0.14392,-0.00347,-0.8834,0.11074,-0.232,0.32971,0.41425,-0.72307,0.02525,2.0
-0.11491,0.62099,-0.42394,0.45906,0.0796,1.03176,-0.35527,1.26003,-0.7037,-1.12498,-0.11789,-0.41082,0.22096,-0.44698,-1.19221,0.9298,2.0
-0.10995,0.66621,-0.42394,0.75168,0.99491,-0.19365,-0.35527,-1.03185,-0.7037,-0.24268,-0.46545,-0.41082,0.28621,-0.57032,-0.86565,1.53284,2.0
-0.10951,-0.36732,-0.39053,1.17974,1.38413,0.13982,-0.35527,-0.19812,-0.7037,-0.60264,-0.46196,-0.35559,0.29108,-0.59967,-0.87498,1.53284,2.0
-0.10676,0.75749,-0.40687,-0.85183,-0.99254,0.69036,-0.35527,0.84269,0.74327,0.12304,-0.42492,-0.38442,0.14512,-0.83501,1.06952,0.52778,2.0
-0.10078,-0.11496,2.419,-0.15682,0.11168,0.0026,0.37099,0.13988,-0.24453,-0.72895,-0.34717,2.28603,0.30628,0.05501,0.11403,-1.48234,2.0
-0.06477,-0.66689,-0.41833,0.21918,0.29556,-0.2612,0.1588,-0.37813,-0.42697,-0.21799,0.01538,-0.40577,0.32265,0.46868,-0.27784,0.8628,2.0
-0.11658,0.19058,-0.42394,0.94965,2.39982,-1.15016,-0.35527,-2.47673,-0.7037,-0.56129,0.84469,-0.41082,0.16296,0.112,-1.19221,0.52778,2.0
-0.11567,1.30229,-0.42394,-0.52457,-1.94802,1.275,-0.35527,1.26962,-0.7037,-1.12498,2.10344,-0.41082,0.32971,-0.36256,0.6583,1.53284,2.0
-0.10858,-0.64019,-0.41384,0.0849,0.80444,0.53133,-0.35527,0.1851,-0.7037,-0.85867,0.1285,-0.41082,0.32971,-1.14382,-0.18284,1.53284,2.0
-0.107,-0.72425,2.50544,0.23607,0.43127,0.69855,-0.35527,0.55664,-0.7037,-0.75195,-0.24878,2.19248,0.32971,-0.51719,1.55371,1.53284,2.0
-0.10291,-0.17562,-0.39178,-0.25119,-0.47486,0.44468,-0.35527,0.29189,0.30956,0.18592,-0.44912,-0.39233,-0.21319,-0.14387,0.20818,0.32677,2.0
-0.10799,-0.14428,-0.42394,0.44866,0.28583,0.13586,-0.35527,-0.2134,-0.7037,0.07862,-0.53486,-0.41082,0.32971,-0.31617,-0.57537,1.53284,3.0
-0.03515,-1.04089,-0.18269,-0.15681,0.49685,-2.15825,2.97849,-0.54049,-0.39166,0.04127,-0.35187,-0.25904,0.31378,0.79121,-0.45512,-0.06343,3.0
0.23283,-0.74578,2.07433,0.3417,0.62321,-0.23708,0.15794,-0.41209,0.10985,-0.38267,-0.02206,1.86739,0.29366,0.31978,0.09594,0.71976,3.0
-0.08733,-1.24512,1.89,0.52604,0.82689,0.11134,-0.23719,-0.22769,-0.7037,-0.61134,-0.32037,1.85358,0.30633,-0.59355,-0.25043,1.53284,3.0
0.38753,0.27304,-0.41738,0.08173,0.20143,-0.39961,0.00679,-0.7697,-0.28718,-0.04972,-0.09254,-0.40505,0.14648,0.60725,-0.53029,0.54256,3.0
-0.05244,-1.19548,-0.42394,0.75751,0.97592,-0.36301,0.32181,-0.42536,-0.59366,-0.65049,-0.53233,-0.41082,0.30725,0.12436,-0.20812,0.69529,3.0
0.15535,-0.65483,1.13762,0.00889,0.41032,0.14014,0.08686,0.10861,0.09705,-0.39852,0.26639,1.15795,-0.24839,0.0271,0.43376,0.43319,3.0
-0.06169,-1.16607,-0.41156,1.12235,1.03947,-0.72348,0.57546,-0.74658,-0.57555,-0.52813,-0.3888,-0.40614,0.25778,-0.33777,-0.75248,0.36567,3.0
-0.08548,-0.28005,-0.41177,-0.03409,0.36291,-0.32732,0.16226,-0.62498,-0.01494,-0.2141,0.25345,-0.38569,0.21256,0.58841,-0.15832,1.03031,3.0
-0.01086,-0.98157,1.29304,0.28991,1.06339,0.04315,-0.06189,-0.20632,-0.49579,-0.4794,-0.4493,1.18958,0.28373,-0.39495,0.23743,0.52778,3.0
-0.00875,-0.90649,-0.40562,0.48234,0.39968,-0.87185,0.44561,-1.00925,0.64801,0.25072,-0.58814,-0.40095,0.29522,0.48817,-0.62033,0.37316,3.0
-0.1166,-0.91516,-0.42394,-0.19218,-1.13598,1.48102,-0.35527,2.13498,-0.7037,-1.12498,0.49789,-0.41082,0.08569,-1.05769,-1.19221,-1.48234,3.0
-0.11537,-1.0207,-0.42394,1.05521,1.84433,-0.05268,-0.35527,0.24488,-0.7037,0.56608,0.27622,-0.41082,0.20465,-0.43046,-0.70947,-1.48234,3.0
-0.08436,-0.53121,-0.01202,0.31952,0.40539,0.00211,-0.29367,-0.4472,-0.28024,-0.17535,-0.1233,0.1067,0.28649,-0.02126,-0.54311,0.24062,3.0
-0.10228,-0.57236,0.75772,0.16783,0.37609,-0.55822,0.30859,-0.66455,-0.7037,0.21214,-0.29547,0.63711,0.23664,0.00908,0.15896,1.53284,3.0
-0.10758,-0.3571,-0.42394,-0.12628,0.30352,0.28803,-0.35527,0.05597,0.71706,0.22297,-0.65008,-0.41082,0.32971,-0.22901,-0.88379,0.02525,3.0
-0.10927,2.01866,-0.4131,-0.83689,-0.93401,-0.96828,-0.32689,-1.08186,0.76494,2.42182,5.49323,-0.38403,-0.11994,2.36666,-0.49827,0.67136,3.0
-0.10067,-0.25757,-0.42394,-0.67485,-0.2061,0.69809,-0.35527,0.59499,-0.27467,-0.90296,-0.09566,-0.41082,0.30781,0.66201,-0.20839,0.32677,3.0
-0.10398,-0.08253,-0.32721,0.64565,0.18922,-0.17299,-0.35527,-0.69569,0.24119,-0.39151,-0.30917,-0.30741,0.28149,0.01249,-0.69654,1.03031,3.0
0.0969,-0.53219,0.62187,0.14005,0.35051,-0.16891,-0.10722,-0.38644,-0.14152,-0.12672,-0.43423,0.59287,0.29596,0.34848,-0.37484,-0.21279,3.0
-0.10022,0.20448,-0.41296,-0.44099,-0.51433,0.48749,-0.35527,0.1785,0.16577,-0.30007,0.55608,-0.41082,-4.83904,0.37642,0.15147,0.14122,3.0
-0.07664,0.56673,0.34909,-0.9788,-0.87757,0.38775,-0.35527,0.30114,0.06442,0.59755,-0.3894,0.38079,0.26111,0.26139,0.36772,-0.55459,3.0
-0.11636,-0.0982,0.81843,1.2427,1.85456,-0.66031,-0.35527,-1.8401,-0.7037,-0.58813,-0.34928,1.06509,0.32971,-0.84939,-0.18284,-1.48234,3.0
-0.11446,0.96354,-0.37468,-0.46614,-0.7974,0.5175,-0.35527,0.64341,3.17876,-0.45525,-0.43155,-0.26918,0.32971,-0.5486,0.32184,1.53284,3.0
0.12291,-0.77108,2.75845,-0.01472,0.14877,-0.03114,-0.34109,-0.58776,-0.33539,0.0451,-0.32522,2.56864,0.24983,0.30253,-0.47794,0.56292,3.0
-0.09887,0.16806,-0.00982,-0.40675,-0.57655,1.21396,-0.35527,1.71221,-0.7037,-0.91182,-0.83021,-0.08024,0.32971,-1.38731,-0.58659,-1.48234,3.0
-0.009,-0.1098,0.54571,-0.3784,-0.05678,-0.23784,0.60359,0.24405,0.35001,0.09544,-0.14496,0.54193,0.17224,0.0672,0.21142,0.66179,3.0
-0.10578,-0.54505,-0.40819,0.47526,-0.22314,0.73697,-0.35527,0.61661,-0.7037,-1.02123,-0.84499,-0.41082,0.32971,-0.59529,-0.06309,-1.48234,3.0
-0.0991,0.27373,-0.4136,0.30119,0.5075,0.18443,0.28098,0.5946,1.06264,0.01763,-0.69531,-0.41082,0.26211,-0.12306,0.69942,0.02525,3.0
-0.1088,-0.07988,0.17467,-0.48831,-0.45389,0.63928,-0.35527,0.89073,1.87609,0.06173,-0.17836,0.18522,0.32971,0.13221,-0.01103,-1.48234,3.0
-0.09626,-0.64136,-0.39235,-0.5639,-0.60325,-0.39763,0.80239,0.08569,0.80158,-0.08632,-0.54566,-0.41082,0.2721,-0.7564,-0.04078,0.40215,3.0
-0.00151,-0.20765,-0.21766,0.05238,0.43968,-0.18113,0.22959,-0.12054,0.00411,-0.29249,-0.24113,-0.21364,0.27389,-0.0283,-0.23774,-0.21791,3.0
0.1012,-0.46,1.88543,-0.20474,0.27798,-0.2646,0.10716,-0.39366,-0.1567,-0.00449,-0.30312,1.77048,0.21108,0.32623,-0.01143,0.31047,3.0
0.50117,0.10119,1.24173,-0.6274,-0.48679,0.3371,-0.20531,0.18449,0.02296,-0.08192,-0.1569,1.29187,-0.9674,0.45241,-0.01231,0.61393,3.0
-0.10886,-0.37889,-0.42394,-0.16691,-0.05636,0.37508,-0.35527,-0.02756,-0.7037,-0.72708,-0.5855,-0.41082,0.29047,-0.54963,-0.67976,-1.48234,3.0
-0.05396,-0.49182,-0.42239,0.3207,0.5227,-0.43632,-0.01692,-0.65304,0.99825,0.47996,-0.70628,-0.41082,0.28339,0.01022,-0.49827,1.23132,3.0
-0.05387,0.15033,2.22645,-1.37475,-1.1752,0.83733,-0.35527,0.93938,0.01082,0.45269,-0.26093,2.03417,0.19116,0.43266,0.67468,0.18121,3.0
-0.07203,0.3813,-0.40448,-0.04134,-0.16243,-0.52863,0.48236,-0.45732,0.78413,0.10125,-0.63961,-0.39876,0.27066,0.06694,-0.62573,-0.72854,3.0
-0.11015,0.01644,-0.42394,0.23291,0.56994,0.41775,-0.35527,0.24553,0.18347,-0.51283,-0.51896,-0.41082,0.32971,-0.74527,-0.26695,-1.48234,3.0
-0.05764,0.45371,0.67764,-0.21241,0.08401,0.19288,0.05103,0.3652,0.34197,-0.06525,-0.20084,0.61437,0.23633,-0.06037,0.16785,-1.08032,3.0
-0.08458,0.26787,-0.39136,-1.19808,-1.05987,0.75472,-0.35527,1.05206,1.0536,0.30409,-0.61642,-0.3925,0.09912,-0.37847,0.09718,-0.2408,4.0
0.1457,0.34089,0.19503,-1.32655,-1.12221,0.79623,-0.23871,1.10849,0.78809,0.29649,0.05121,0.21632,-0.72333,0.45014,0.75168,0.30501,4.0
-0.10192,0.59834,-0.41184,-0.75445,-0.36702,0.0583,-0.35527,-0.21878,0.18953,0.41585,-0.2191,-0.41082,-0.21725,0.65627,-0.81455,0.9298,4.0
0.44406,-0.45197,-0.41554,0.11531,0.13711,-0.59324,0.08645,-0.7498,0.02897,0.88113,-0.67366,-0.40547,0.29368,0.14719,-0.22992,-0.13822,4.0
-0.11675,3.21393,-0.42394,-0.87844,0.01607,0.06112,-0.35527,0.5389,9.61545,0.65509,-0.80138,-0.41082,-0.19686,-0.74527,2.50881,-1.48234,4.0
-0.11,0.41606,-0.41217,-1.44098,-0.52903,1.06955,-0.35527,1.30562,0.57776,0.64345,-0.86189,-0.36407,0.32971,0.45069,2.35132,-1.48234,4.0
0.12918,-1.17487,-0.15798,0.33015,0.28234,-1.15912,0.57885,-1.23837,-0.39419,0.20981,-0.31339,-0.1932,0.28376,0.59755,-0.76945,0.60031,4.0
-0.0716,0.50463,-0.20536,-0.48146,-0.54032,0.87707,-0.22067,1.15563,-0.7037,-0.70633,-0.74438,-0.2211,0.30317,-1.20269,-0.24222,-0.19012,4.0
0.25181,-0.11717,-0.39081,-0.68088,-0.64218,-2.11457,1.35213,-1.39694,-0.11374,3.16817,-0.64152,-0.38531,0.10002,0.64388,-0.64843,-0.37382,4.0
-0.07286,0.04971,-0.2742,-0.95898,-1.06491,1.06706,-0.35527,1.38396,0.09575,-0.29755,-0.52503,-0.265,0.11554,-0.29896,0.74371,0.96749,4.0
-0.10568,0.38869,-0.41612,0.17867,0.08168,0.23981,-0.35527,0.10082,0.41989,0.03793,-0.83189,-0.41082,0.32971,-1.33541,0.29722,-1.48234,4.0
-0.033,-0.51632,-0.41571,0.31192,0.14166,-0.16039,-0.00444,-0.34656,0.67508,0.23865,-0.65309,-0.40746,-0.0127,0.18914,0.24449,0.83703,4.0
0.22688,-0.3863,0.9846,-0.311,-0.06984,0.19947,-0.09539,0.17347,0.23049,0.16422,-0.07919,0.95578,-0.21016,0.48394,0.44423,-0.48274,4.0
-0.11126,0.22858,-0.42394,-0.48347,-0.05593,0.43221,-0.35527,0.10982,1.53704,-0.54519,-0.83248,-0.41082,0.32971,-1.15043,-0.49827,1.53284,4.0
-0.11267,1.24439,-0.3897,-1.1378,-0.80905,-0.66234,-0.35527,-0.85893,1.60294,1.2624,2.84388,-0.36874,0.15315,0.6677,-0.69506,0.52778,4.0
-0.07298,-0.44295,-0.38199,0.28218,0.39819,-0.2897,0.66752,0.19138,0.03407,0.46586,-0.68462,-0.34353,0.30147,-0.48638,-0.51519,0.02525,4.0
0.05059,-0.14719,-0.06413,1.00287,0.89916,-1.13514,-0.08288,-1.33855,0.07681,1.56779,0.00552,-0.11185,0.1923,1.04994,-0.48969,-0.48559,4.0
0.25435,-0.16432,-0.41396,0.09468,0.11103,-0.85414,0.10715,-1.0165,0.17159,1.03808,-0.48162,-0.40526,0.2064,0.87427,-0.57524,-0.47728,4.0
0.20363,0.14737,2.01545,-1.0426,-0.67113,0.28376,-0.15997,0.10939,0.26849,0.28915,0.90772,1.90977,-0.06716,1.39818,0.31171,-0.16663,4.0
-0.06336,-0.73487,0.97599,-0.33089,0.02632,0.32318,-0.35527,0.11801,0.41667,0.08292,-0.44354,0.92261,0.25824,0.04511,0.00297,-0.27627,4.0
0.54834,0.54001,-0.38533,-0.76133,-0.81692,0.11119,-0.16026,-0.09177,0.07974,0.41225,-0.5794,-0.37063,0.00677,0.27087,-0.20129,-0.32603,4.0
0.15699,0.09214,-0.26879,-1.16326,-0.98283,0.41535,-0.09826,0.52838,0.33903,0.14471,-0.40847,-0.27992,0.1513,-0.00372,0.49702,-0.68043,4.0
-0.11306,0.77261,-0.38723,-0.38449,-0.26102,0.51465,-0.35527,0.47238,-0.7037,0.11845,0.52035,-0.35823,-0.25881,-0.62788,-0.30396,0.02525,4.0
-0.11198,-0.0982,-0.42394,-0.10946,-1.04638,0.44677,-0.35527,0.33844,-0.7037,-0.14749,6.50031,-0.41082,0.27188,1.39029,-0.18284,-1.48234,4.0
0.29269,-0.30914,0.55128,0.32029,0.24577,0.27143,-0.21379,0.08266,-0.40638,-0.30117,-0.83348,0.49011,0.27376,-0.93928,-0.56876,-0.15005,4.0
-0.07443,-0.6861,-0.41938,0.22541,0.51109,-0.13524,-0.28963,-0.56683,0.28903,0.15937,-0.68329,-0.41082,0.29594,-0.02272,-0.58707,-0.72854,4.0
-0.02471,-1.20834,-0.38857,1.21435,1.56578,-0.85622,0.29843,-1.12958,-0.33433,-0.16922,-0.77727,-0.40273,0.30332,-0.26762,-0.7439,0.1623,4.0
0.11529,-1.19925,-0.40114,0.83548,0.55473,-0.58596,0.65798,-0.4356,-0.44211,-0.30145,-0.57792,-0.40127,0.29133,-0.37106,-0.70645,0.26841,4.0
-0.08527,0.69847,-0.35442,-1.73084,-1.85164,0.74321,-0.35527,1.00951,1.50547,1.01862,-0.66072,-0.3403,0.20289,-0.39023,-0.19955,-1.48234,4.0
-0.04753,-0.11525,-0.36729,-0.25963,-0.08268,0.13094,-0.26259,-0.03128,1.06264,0.49372,-0.67072,-0.37054,0.22831,-0.22978,-0.46992,0.52778,4.0
0.33025,-0.08293,-0.35939,-0.44873,-0.35621,-0.07337,0.49176,0.21658,0.58485,0.23337,-0.58702,-0.35411,-2.29411,0.98225,1.09241,-0.71251,4.0
0.00078,0.53141,-0.41888,-1.04559,-1.16697,1.21461,-0.35527,1.70251,-0.40309,-0.50274,-0.90089,-0.40808,0.25685,-1.66195,0.13636,-0.38591,4.0
-0.04851,-0.35252,-0.36936,-0.33428,-0.21366,-0.9986,-0.35527,-1.63308,0.3307,1.06489,0.14406,-0.36279,-1.15301,1.68529,-0.61135,-0.40549,4.0
-0.0781,0.13143,-0.41151,-0.17556,-0.22263,-0.11464,0.07436,-0.07131,0.89846,0.77509,-0.85444,-0.40351,0.26839,0.08451,-0.52536,0.02525,4.0
-0.00739,0.06693,-0.25653,0.27654,0.58504,-0.8209,-0.35527,-1.29223,0.94549,1.7199,-0.27473,-0.309,-0.45358,0.31869,0.03219,0.06202,4.0
0.17413,-0.31764,-0.22838,-0.07016,-0.2319,-0.49542,0.02881,-0.62767,0.66738,0.88976,-0.62404,-0.21816,0.04597,0.65601,-0.48122,-0.66002,4.0
-0.00109,0.41142,-0.38969,2.97803,-0.36368,0.31595,-0.30372,0.70155,-0.43489,-0.10487,3.44823,-0.39317,-0.04887,2.65512,-0.36167,-1.003,4.0
-0.04479,0.25831,-0.35438,-0.20525,-0.78979,0.60746,-0.35527,0.93064,0.70761,0.59792,-0.23561,-0.34349,0.22445,-1.13118,-0.07533,-0.79966,4.0
0.07752,-0.11384,-0.11509,-1.13917,-1.10911,-6.76079,5.42917,-4.05018,-0.12319,9.5396,-0.04191,-0.18669,0.26306,2.47745,-1.08833,0.52778,4.0
-0.06807,-1.41182,-0.41398,3.16608,2.20253,-2.32345,1.91343,-1.1986,1.20381,1.22535,1.34001,-0.40585,0.21151,1.17424,-0.9745,-0.5097,4.0
-0.08905,0.45041,-0.29436,-0.67456,-0.61083,1.01282,-0.35527,1.26078,0.46161,-0.57218,-0.79752,-0.26203,0.04725,-1.5525,0.17132,1.53284,5.0
-0.10268,0.09005,-0.39858,-0.15789,-0.30781,0.42907,-0.35527,0.32844,0.31746,0.10809,-0.64322,-0.39219,0.19944,-0.63838,0.31046,-0.72854,5.0
-0.10218,0.38075,-0.41165,-0.25,-0.9464,0.07636,-0.35527,-0.00536,0.24119,1.07544,-0.69298,-0.39358,0.3056,0.73672,0.24044,-1.48234,5.0
0.08792,0.35237,-0.40689,1.4676,0.10717,-0.1977,-0.27494,-0.0543,0.12358,0.89573,2.05024,-0.39633,-0.07217,1.51161,-0.08889,-0.86908,5.0
0.32806,-0.41769,-0.3861,0.37017,0.1946,-1.08056,-0.03048,-1.32102,0.52002,1.14556,-0.38066,-0.38033,-0.22087,0.75708,-0.67579,0.45987,5.0
-0.0137,0.42817,-0.41723,-1.26856,-1.29265,0.66423,-0.35527,0.8096,0.46682,0.72113,-0.72072,-0.39862,0.28278,-0.02927,-0.39458,-1.48234,5.0
0.4007,-0.09308,-0.37842,-0.43132,-0.42244,0.43118,-0.21686,0.3467,-0.42487,-0.11224,-0.73744,-0.35487,0.23722,-0.84755,-0.75442,-0.1118,5.0
-0.0555,-0.47574,-0.40958,0.55161,0.35103,-1.75321,0.25854,-1.92111,0.40287,1.30446,-0.43189,-0.40348,-0.39922,1.78117,-0.80213,0.1623,5.0
-0.02735,-0.12617,-0.32798,-0.58666,-0.55107,-4.35465,5.58873,-1.54093,0.08281,1.80167,-0.31455,-0.37393,0.26091,0.66798,-0.7436,-0.43862,5.0
1.54516,0.3859,0.17492,-1.14326,-1.18886,-3.39669,1.66174,-2.36628,-0.21891,4.82623,-0.5387,0.18481,0.11451,1.16059,-0.56904,-0.22441,5.0
-0.06892,1.37586,-0.37327,-1.37168,-1.66571,-0.12769,-0.35527,-0.34494,-0.41536,0.98885,-0.43919,-0.36348,0.10166,0.13788,-0.93723,-0.1118,5.0
-0.10196,0.84264,-0.42394,-1.66143,-1.58453,-0.30398,-0.35527,-0.32152,-0.7037,2.52089,0.04807,-0.41082,0.30676,0.84223,-0.83691,-1.20823,5.0
0.28756,0.78932,-0.35162,-1.40331,-1.43577,-0.4903,-0.07134,-0.53597,1.21694,2.09251,-0.39028,-0.33642,0.14279,0.98318,-0.22089,-0.10876,5.0
-0.11762,-0.21606,-0.42394,-0.40706,-2.14403,0.43006,-0.35527,2.25651,7.82082,1.816,-1.04345,-0.41082,0.32971,-1.95163,1.58355,-1.48234,5.0
0.20352,0.7439,-0.3621,-1.20982,-1.24179,0.61783,-0.1828,0.90154,-0.0428,0.36183,-0.68992,-0.34853,-0.61316,-0.6427,0.09612,0.15088,5.0
-0.04863,0.14321,-0.1707,-0.1397,0.22251,-0.70842,-0.03895,-1.06738,-0.17721,1.18184,-0.14433,-0.16113,0.03956,1.11081,-0.37098,0.71052,5.0
-0.09524,0.11596,-0.40236,-0.53104,-0.75781,1.06261,-0.35527,1.50778,-0.34394,-0.25618,-0.55089,-0.39769,-0.99202,-1.49738,0.32184,0.14122,5.0
0.19751,0.23817,-0.3501,-1.20782,-1.10419,0.67191,-0.27114,0.8648,-0.29455,0.37129,-0.77546,-0.32226,0.11814,-1.0555,-0.50448,-0.79136,5.0
-0.11121,0.52288,-0.42394,-0.02995,-0.61321,0.85809,-0.35527,1.0096,-0.7037,-0.76708,-0.80013,-0.41082,0.22384,-2.23764,-1.19221,-1.48234,5.0
0.05382,0.43932,-0.21152,-0.33706,-0.25317,-1.14076,-0.35527,-1.37308,0.35324,3.00538,3.22074,-0.21506,-0.00012,0.01382,-0.43065,0.26687,5.0
-0.05134,-0.02218,-0.34911,-0.4003,-0.29155,0.33913,-0.20642,0.15754,0.2527,-0.21758,-0.44498,-0.33667,0.14059,-0.03428,-0.2579,-0.71251,5.0
-0.11359,-0.02202,-0.42394,2.3091,-0.05636,-0.67371,-0.35527,-0.86962,-0.7037,0.11238,7.64781,-0.41082,0.2687,-1.5067,-0.33813,0.35299,5.0
-0.06193,0.3156,-0.41684,-0.33057,-0.215,-0.11699,-0.27621,-0.42817,0.23633,0.84407,3.70101,-0.40592,0.27489,1.07771,-0.23543,-0.35165,5.0
0.08898,0.00459,-0.24363,-0.54779,-0.50337,-0.3169,-0.25759,-0.40142,1.06978,1.94731,-0.61172,-0.24976,-0.40005,1.40116,-0.03712,-0.94231,5.0
